AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME
19393,11292,10140,2017,2,6,1,F,86800,350,49,173,0,349,135,101
19393,11292,10821,2017,2,6,3,F,64400,286,165,190,0,1491,401,363
19393,11292,10994,2017,2,6,3,F,64400,286,274,59,0,1449,392,345
19393,11292,11066,2017,2,6,3,F,64400,286,254,1128,0,1154,321,283
19393,11292,11884,2017,2,6,2,F,64400,286,265,431,0,836,267,237
19393,11292,14730,2017,2,6,3,F,64400,286,253,208,0,1024,305,270
19393,11292,14869,2017,2,6,1,F,64400,286,204,565,0,391,150,124
19393,11884,11292,2017,2,6,2,F,64400,286,281,0,0,836,239,207
19393,14057,11292,2017,2,6,2,F,64400,286,274,1579,0,991,294,245
19393,14679,11292,2017,2,6,2,F,64400,286,275,13,0,853,278,239
19393,14747,11292,2017,2,6,3,F,64400,286,256,43,0,1024,323,260
19393,14831,11292,2017,2,6,2,F,64400,286,236,210,0,948,294,252
20452,11066,11292,2017,2,6,3,F,43606,152,104,0,0,1154,382,334
20452,11292,10599,2017,2,6,3,F,43606,152,112,0,0,1083,291,251
20452,11292,11066,2017,2,6,3,F,43606,152,137,0,0,1154,331,270
20452,11292,13487,2017,2,6,2,F,38184,140,132,0,0,680,247,188
20452,11292,15370,2017,2,6,2,F,43606,152,127,0,0,541,174,139
20452,13851,11292,2017,2,6,1,F,38184,140,137,0,0,495,196,149
20436,11292,13485,2017,2,6,2,F,60000,300,274,0,0,826,254,210
20436,11292,13487,2017,2,6,2,F,72000,360,295,0,0,680,226,177
20436,11292,14492,2017,2,6,3,F,73200,360,290,0,0,1436,345,311
20436,11292,14683,2017,2,6,2,F,73200,360,299,0,0,794,238,198
20436,13485,11292,2017,2,6,2,F,60000,300,242,0,0,826,301,258
20436,14492,11292,2017,2,6,3,F,73200,360,289,0,0,1436,482,416
20436,14683,11292,2017,2,6,2,F,73200,360,299,0,0,794,257,215
20107,11292,10620,2017,2,6,1,G,126608,0,0,39954,0,455,159,118
20107,11292,11540,2017,2,6,2,G,213861,0,0,67964,0,563,248,195
20363,11193,11292,2017,2,6,3,F,43004,152,143,0,0,1069,361,326
20363,11292,11193,2017,2,6,3,F,43004,152,139,0,0,1069,288,248
19917,11292,14869,2017,2,6,1,G,159510,0,0,33216,0,391,166,114
19805,11298,11292,2017,2,6,2,F,120700,480,396,2100,0,641,391,307
20500,10849,11292,2017,2,6,2,F,52830,210,177,0,0,524,268,206
20500,11292,10849,2017,2,6,2,F,52830,210,199,0,0,524,309,239
20500,11292,13487,2017,2,6,2,F,52830,210,199,0,0,680,342,277
20500,11292,14730,2017,2,6,3,F,52830,210,191,0,0,1024,456,362
20500,13367,11292,2017,2,6,2,F,52830,210,166,0,0,752,419,353
20500,14730,11292,2017,2,6,3,F,52830,210,199,0,0,1024,517,449
20304,10140,11292,2017,2,6,1,F,56220,210,166,0,0,349,218,167
20304,10279,11292,2017,2,6,1,F,40500,150,143,0,0,359,215,168
20304,10849,11292,2017,2,6,2,F,56220,210,136,0,0,524,325,211
20304,11292,10279,2017,2,6,1,F,40500,150,119,0,0,359,219,160
20304,11292,10849,2017,2,6,2,F,56220,210,193,0,0,524,301,239
20304,11292,11193,2017,2,6,3,F,45600,228,211,0,0,1069,508,424
20304,11292,11267,2017,2,6,3,F,45600,228,192,0,0,1085,444,381
20304,11292,11986,2017,2,6,3,F,54980,210,203,0,0,1015,406,350
20304,11292,12896,2017,2,6,1,F,40500,150,115,0,0,456,234,188
20304,11292,13502,2017,2,6,1,F,40500,150,135,0,0,196,168,102
20304,11292,13891,2017,2,6,2,F,40500,150,141,0,0,819,442,357
20304,11292,14107,2017,2,6,2,F,54980,210,192,0,0,602,350,265
20304,11292,14262,2017,2,6,2,F,40500,150,131,0,0,776,406,334
20304,11292,14489,2017,2,6,2,F,56220,210,131,0,0,898,452,368
20304,11292,14683,2017,2,6,2,F,56220,210,201,0,0,794,396,312
20304,11292,15370,2017,2,6,2,F,56220,210,206,0,0,541,294,230
20304,11423,11292,2017,2,6,2,F,40500,150,147,0,0,589,360,298
20304,12892,11921,2017,2,6,2,F,55220,209,89,0,0,655,447,388
20304,12896,11292,2017,2,6,1,F,40500,150,90,0,0,456,263,211
20304,13502,11292,2017,2,6,1,F,40500,150,140,0,0,196,195,113
20304,13891,11292,2017,2,6,2,F,40500,150,147,0,0,819,403,335
20304,14107,11292,2017,2,6,2,F,54980,210,204,0,0,602,329,243
20304,14457,11292,2017,2,6,1,F,56220,210,107,0,0,300,191,146
19977,10800,11292,2017,2,6,2,F,122849,486,333,0,0,850,387,329
19977,10821,11292,2017,2,6,3,F,107090,384,368,133,0,1491,680,635
19977,11057,11292,2017,2,6,3,F,116827,486,446,130,0,1337,627,544
19977,11292,10397,2017,2,6,3,F,106955,384,358,472,5334,1199,528,440
19977,11292,11618,2017,2,6,4,F,101729,384,346,568,3821,1605,653,547
19977,11292,13198,2017,2,6,2,F,136854,537,462,0,4386,533,278,216
19977,11292,14262,2017,2,6,2,F,98048,450,331,0,0,776,366,305
19977,13851,11292,2017,2,6,1,F,125837,498,471,64,0,495,276,219
19977,13930,11292,2017,2,6,2,F,107620,384,346,1505,0,888,454,374
19977,14262,11292,2017,2,6,2,F,104148,450,379,34,0,776,355,305
19977,14492,11292,2017,2,6,3,F,118898,498,482,20,0,1436,658,575
19393,10140,11292,2017,2,6,1,F,96600,429,336,884,0,349,236,179
19393,10257,11292,2017,2,6,4,F,130200,525,465,0,0,1610,726,679
19393,10397,11292,2017,2,6,3,F,96600,429,412,119,0,1199,597,502
19393,10529,11292,2017,2,6,4,F,103800,429,394,1352,0,1671,762,716
19393,11292,10994,2017,2,6,3,F,130200,525,513,451,0,1449,576,517
19393,11292,12339,2017,2,6,2,F,96600,429,388,368,0,977,409,355
19393,11292,12954,2017,2,6,2,F,96600,429,383,0,0,854,415,364
19393,11292,13198,2017,2,6,2,F,96600,429,400,318,0,533,275,226
19393,11292,13495,2017,2,6,3,F,86800,350,347,137,0,1062,296,260
19393,11292,13495,2017,2,6,3,F,96600,429,424,107,0,1062,431,388
19393,11292,13871,2017,2,6,1,F,96600,429,391,40,0,472,258,189
19393,11292,13891,2017,2,6,2,F,96600,429,385,2230,0,819,407,351
19393,11292,13931,2017,2,6,4,F,103800,429,417,95,0,1553,574,523
19393,11292,14683,2017,2,6,2,F,130200,525,481,0,0,794,382,323
19393,11292,14747,2017,2,6,3,F,96600,429,417,1828,0,1024,517,461
19393,11292,14831,2017,2,6,2,F,96600,429,330,18,0,948,432,386
19393,11292,14893,2017,2,6,2,F,96600,429,350,326,0,909,457,389
19393,11292,15376,2017,2,6,2,F,96600,429,374,559,0,639,318,274
19393,12339,11292,2017,2,6,2,F,96600,423,395,1105,0,977,513,463
19393,12954,11292,2017,2,6,2,F,96600,429,380,0,0,854,389,342
19393,13495,11292,2017,2,6,3,F,96600,429,427,0,0,1062,483,433
19393,13871,11292,2017,2,6,1,F,96600,429,311,397,0,472,263,212
19393,13891,11292,2017,2,6,2,F,96600,429,400,833,0,819,375,333
19393,13931,11292,2017,2,6,4,F,130200,525,508,0,0,1553,672,630
20452,10140,11292,2017,2,6,1,F,65409,228,203,0,0,349,246,169
20452,10599,11292,2017,2,6,3,F,65409,228,144,0,0,1083,524,455
20452,11042,11292,2017,2,6,3,F,57276,210,200,0,0,1201,578,523
20452,11292,10140,2017,2,6,1,F,65409,228,193,0,0,349,226,152
20452,11292,10693,2017,2,6,3,F,65409,228,190,0,0,1014,467,375
20452,11292,11540,2017,2,6,2,F,57276,210,169,0,0,563,318,250
20452,11292,13244,2017,2,6,2,F,57276,210,197,0,0,872,384,318
20452,11292,13851,2017,2,6,1,F,65409,228,213,0,0,495,285,216
20452,11292,15919,2017,2,6,2,F,57276,210,122,0,0,616,329,237
20452,11298,11292,2017,2,6,2,F,57276,210,198,0,0,641,382,291
20452,11423,11292,2017,2,6,2,F,65409,228,196,0,0,589,400,273
20452,13244,11292,2017,2,6,2,F,65409,228,200,0,0,872,420,353
20452,13487,11292,2017,2,6,2,F,57276,210,198,0,0,680,370,277
20452,13495,11292,2017,2,6,3,F,57276,210,197,0,0,1062,482,425
20452,13871,11292,2017,2,6,1,F,57276,210,206,0,0,472,293,222
20452,14683,11292,2017,2,6,2,F,57276,210,192,0,0,794,409,330
20452,15919,11292,2017,2,6,2,F,57276,210,130,0,0,616,335,272
20436,11003,11292,2017,2,6,2,F,90000,450,425,0,0,692,364,289
20436,11292,11003,2017,2,6,2,F,90000,450,424,0,0,692,343,271
20436,11292,12339,2017,2,6,2,F,138000,690,445,0,0,977,403,344
20436,12339,11292,2017,2,6,2,F,138000,690,517,0,0,977,527,420
20436,13487,11292,2017,2,6,2,F,109200,540,381,0,0,680,365,281
20237,10620,11292,2017,2,6,1,F,33354,150,126,0,0,455,256,204
20237,11292,10620,2017,2,6,1,F,33354,150,100,0,0,455,287,209
20237,11292,14783,2017,2,6,2,F,33354,150,123,0,0,637,307,244
20237,11292,14814,2017,2,6,2,F,33354,150,132,0,0,792,366,306
20237,11292,15376,2017,2,6,2,F,33354,150,141,0,0,639,350,286
20237,13198,11292,2017,2,6,2,F,33354,150,143,0,0,533,313,258
20237,14814,11292,2017,2,6,2,F,33354,150,92,0,0,792,396,342
20237,15376,11292,2017,2,6,2,F,33354,150,139,0,0,639,341,280
20366,13930,11109,2017,2,6,2,F,30000,150,142,0,0,911,464,392
19917,13891,11292,2017,2,6,2,G,239265,0,0,70464,0,819,376,311
21167,11921,12892,2017,2,6,2,F,79544,304,126,0,0,655,512,363
21167,12892,11921,2017,2,6,2,F,79544,304,169,0,0,655,452,358
19805,11292,11298,2017,2,6,2,F,146200,560,483,0,0,641,427,337
19805,11298,11292,2017,2,6,2,F,146200,560,541,11,0,641,494,380
20500,10140,11292,2017,2,6,1,F,70440,280,210,0,0,349,294,229
20500,11292,10140,2017,2,6,1,F,70440,280,265,0,0,349,279,210
20500,11292,11298,2017,2,6,2,F,70440,280,255,0,0,641,489,361
20500,11298,11292,2017,2,6,2,F,70440,280,274,0,0,641,518,364
20304,11292,11884,2017,2,6,2,F,54000,200,188,0,0,836,619,516
20304,11292,13486,2017,2,6,2,F,60800,304,260,0,0,679,530,425
20304,11292,13487,2017,2,6,2,F,60800,304,277,0,0,680,465,365
20304,11292,14783,2017,2,6,2,F,74960,280,236,0,0,637,424,332
20304,11413,12892,2017,2,6,2,F,74960,280,164,0,0,640,427,350
20304,11884,11292,2017,2,6,2,F,54000,200,187,0,0,836,539,436
20304,12892,11413,2017,2,6,2,F,74960,280,160,0,0,640,420,344
20304,13198,11292,2017,2,6,2,F,54000,200,191,0,0,533,458,352
20304,13486,11292,2017,2,6,2,F,60800,304,168,0,0,679,449,361
20304,13487,11292,2017,2,6,2,F,60800,304,293,0,0,680,548,414
20304,13871,11292,2017,2,6,1,F,47000,200,144,0,0,472,409,317
20304,14783,11292,2017,2,6,2,F,74960,280,253,0,0,637,488,362
19977,10397,11292,2017,2,6,3,F,142952,512,462,153,6943,1199,724,648
19977,10849,11292,2017,2,6,2,F,164811,704,509,0,0,524,365,291
19977,11003,11292,2017,2,6,2,F,125284,600,395,31,0,692,508,405
19977,11066,11292,2017,2,6,3,F,155101,664,577,225,1540,1154,720,653
19977,11066,11292,2017,2,6,3,F,136041,600,540,484,366,1154,756,668
19977,11193,11292,2017,2,6,3,F,143189,512,438,24,0,1069,670,572
19977,11292,10713,2017,2,6,2,F,137929,600,555,575,0,649,443,356
19977,11292,10849,2017,2,6,2,F,185611,704,623,125,0,524,356,295
19977,11292,11057,2017,2,6,3,F,156705,652,571,111,0,1337,730,621
19977,11292,11066,2017,2,6,3,F,165940,664,588,104,180,1154,645,552
19977,11292,11066,2017,2,6,3,F,144521,600,503,276,704,1154,613,538
19977,11292,11603,2017,2,6,2,F,156861,652,479,5,0,996,606,535
19977,11292,11648,2017,2,6,2,F,140058,600,545,119,0,752,473,405
19977,11292,12982,2017,2,6,7,F,189366,676,638,0,0,3414,1766,1681
19977,11292,13485,2017,2,6,2,F,201956,830,754,5,0,826,620,528
19977,11292,13495,2017,2,6,3,F,137741,512,456,209,2448,1062,597,533
19977,11292,14100,2017,2,6,4,F,159711,664,615,1272,4337,1558,837,738
19977,11292,14100,2017,2,6,4,F,144162,512,397,593,2230,1558,772,700
19977,11292,14570,2017,2,6,2,F,154589,716,497,24,0,804,541,459
19977,11292,14771,2017,2,6,2,F,561174,1464,668,3711,0,967,593,484
19977,11433,11292,2017,2,6,3,F,175495,716,684,5,6610,1123,715,635
19977,11648,11292,2017,2,6,2,F,144598,600,397,5,0,752,474,401
19977,12982,11292,2017,2,6,7,F,183058,676,642,0,0,3414,1593,1526
19977,13485,11292,2017,2,6,2,F,154028,664,617,112,0,826,569,461
19977,14570,11292,2017,2,6,2,F,164356,716,650,19,0,804,488,408
19393,10140,11292,2017,2,6,1,F,173600,700,660,1861,0,349,265,209
19393,10994,11292,2017,2,6,3,F,173600,700,624,0,0,1449,841,768
19393,11292,10423,2017,2,6,2,F,128800,566,506,505,0,775,479,411
19393,11292,13931,2017,2,6,4,F,173600,700,651,36,0,1553,784,718
19393,11292,14679,2017,2,6,2,F,128800,572,549,0,0,853,577,466
19393,11292,14683,2017,2,6,2,F,128800,572,553,387,0,794,473,410
19393,11292,14831,2017,2,6,2,F,173600,700,677,509,0,948,570,508
19393,13342,11292,2017,2,6,2,F,128800,572,561,165,0,896,581,510
19393,13487,11292,2017,2,6,2,F,128800,572,543,1591,0,680,470,391
19393,13931,11292,2017,2,6,4,F,138400,572,542,0,0,1553,936,853
19393,14683,11292,2017,2,6,2,F,173600,700,649,0,0,794,501,436
19393,14869,11292,2017,2,6,1,F,128800,572,516,8,0,391,339,237
19393,15376,11292,2017,2,6,2,F,128800,572,551,82,0,639,426,360
20452,11292,12339,2017,2,6,2,F,87212,304,276,0,0,977,593,493
20452,11292,14683,2017,2,6,2,F,76368,280,256,0,0,794,514,422
20452,11540,11292,2017,2,6,2,F,76368,280,242,0,0,563,446,339
20452,14869,11292,2017,2,6,1,F,87212,304,208,0,0,391,347,232
20436,11292,13342,2017,2,6,2,F,145200,720,693,0,0,896,557,460
20436,11292,14908,2017,2,6,2,F,120000,600,561,0,0,846,558,466
20436,13342,11292,2017,2,6,2,F,145200,720,577,0,0,896,611,527
20436,14908,11292,2017,2,6,2,F,120000,600,567,0,0,846,557,434
20422,11292,13487,2017,2,6,2,F,170239,648,505,0,1286,680,425,353
20237,11292,12278,2017,2,6,1,F,44472,200,185,0,0,420,344,236
20237,12278,11292,2017,2,6,1,F,44472,200,158,0,0,420,322,264
20398,13502,13930,2017,2,6,3,F,50400,193,146,0,0,1081,473,401
20398,13930,13502,2017,2,6,3,F,67200,258,211,0,0,1081,680,593
19917,11292,10800,2017,2,6,2,G,432100,0,0,153735,0,850,581,472
19917,11292,14730,2017,2,6,3,G,424400,0,0,243523,0,1024,596,499
19917,11292,14869,2017,2,6,1,G,470180,0,0,173084,0,391,320,240
19917,14869,11292,2017,2,6,1,G,470180,0,0,171992,0,391,283,212
20500,11292,11003,2017,2,6,2,F,88050,350,281,0,0,692,580,440
20500,11292,12339,2017,2,6,2,F,88050,350,308,0,0,977,751,609
20500,12339,11292,2017,2,6,2,F,88050,350,328,0,0,977,741,657
20304,10620,11292,2017,2,6,1,F,64000,250,163,0,0,455,486,335
20304,11292,10397,2017,2,6,3,F,76000,380,359,0,0,1199,928,791
20304,11292,10620,2017,2,6,1,F,64000,250,180,0,0,455,438,350
20304,11292,11042,2017,2,6,3,F,76000,380,365,0,0,1201,919,790
20304,11292,11413,2017,2,6,1,F,93700,350,280,0,0,250,322,225
20304,11292,11648,2017,2,6,2,F,93700,350,314,0,0,752,615,508
20304,11292,12278,2017,2,6,1,F,76000,380,364,0,0,420,428,316
20304,11292,13198,2017,2,6,2,F,67500,250,228,0,0,533,539,407
20304,11292,13244,2017,2,6,2,F,93700,350,299,0,0,872,723,572
20304,11292,13433,2017,2,6,2,F,93700,350,192,0,0,604,502,403
20304,11292,13871,2017,2,6,1,F,47000,200,142,0,0,472,339,263
20304,11292,14689,2017,2,6,2,F,67500,250,197,0,0,916,791,662
20304,11413,11292,2017,2,6,1,F,93700,350,230,0,0,250,350,235
20304,13198,11292,2017,2,6,2,F,93700,350,335,0,0,533,513,404
20304,13244,11292,2017,2,6,2,F,76000,380,357,0,0,872,741,638
20304,14262,11292,2017,2,6,2,F,54000,200,124,0,0,776,534,426
20304,14869,11292,2017,2,6,1,F,73960,279,201,0,0,391,348,235
19977,10713,11292,2017,2,6,2,F,178092,750,738,471,0,649,540,437
19977,11057,11292,2017,2,6,3,F,219754,895,852,99,0,1337,1037,907
19977,11292,10821,2017,2,6,3,F,164357,640,581,62,2205,1491,980,856
19977,11292,11003,2017,2,6,2,F,173288,750,461,4,0,692,564,441
19977,11292,11057,2017,2,6,3,F,219154,895,813,24,0,1337,929,816
19977,11292,11193,2017,2,6,3,F,179325,640,500,90,0,1069,786,660
19977,11292,11618,2017,2,6,4,F,494650,1820,1483,31037,37,1605,1012,900
19977,11292,11884,2017,2,6,2,F,179937,640,528,136,0,836,665,587
19977,11292,13264,2017,2,6,2,F,155745,750,632,42,0,964,785,681
19977,11292,13891,2017,2,6,2,F,183219,750,602,8,0,819,626,542
19977,11292,14831,2017,2,6,2,F,214834,900,694,155,0,948,887,758
19977,11292,14893,2017,2,6,2,F,182492,750,592,0,7649,909,721,623
19977,11292,15376,2017,2,6,2,F,179711,640,490,128,0,639,552,456
19977,11697,11292,2017,2,6,4,F,199330,830,823,52,0,1703,1298,1117
19977,11884,11292,2017,2,6,2,F,173090,640,564,33,0,836,611,506
19977,13198,11292,2017,2,6,2,F,237436,895,697,109,4105,533,497,399
19977,13851,11292,2017,2,6,1,F,243490,895,804,0,0,495,502,355
19977,13891,11292,2017,2,6,2,F,175729,750,656,54,0,819,626,528
19977,14057,11292,2017,2,6,2,F,208982,830,699,460,0,991,707,618
19977,14747,11292,2017,2,6,3,F,165519,640,605,50,301,1024,755,634
19977,14831,11292,2017,2,6,2,F,170187,640,613,0,0,948,717,621
19977,15376,11292,2017,2,6,2,F,170921,640,619,27,0,639,551,476
19393,10693,11292,2017,2,6,3,F,161000,715,619,1612,0,1014,830,736
19393,11292,12954,2017,2,6,2,F,173000,715,633,0,0,854,689,598
19393,11292,13487,2017,2,6,2,F,161000,715,665,1845,0,680,530,448
19393,11292,15016,2017,2,6,2,F,161000,715,697,1226,0,770,578,498
19393,12191,11292,2017,2,6,2,F,161000,715,686,1674,0,883,700,622
19393,12954,11292,2017,2,6,2,F,173000,715,673,0,0,854,643,564
19393,13851,11292,2017,2,6,1,F,217000,875,715,139,0,495,422,350
19393,14122,11292,2017,2,6,3,F,217000,875,821,0,0,1290,987,899
19393,15016,11292,2017,2,6,2,F,161000,715,700,832,0,770,683,592
20452,15016,11292,2017,2,6,2,F,95460,350,331,0,0,770,655,545
20436,11292,14107,2017,2,6,2,F,230000,1150,877,0,0,602,606,442
20436,14107,11292,2017,2,6,2,F,230000,1150,1091,0,0,602,533,396
20422,13487,11292,2017,2,6,2,F,213845,810,653,0,1785,680,581,474
20237,11292,11003,2017,2,6,2,F,55590,250,209,0,0,692,545,449
20358,11233,11292,2017,2,6,1,F,22500,95,14,0,0,90,199,133
20358,11292,11233,2017,2,6,1,F,22500,95,13,0,0,90,202,135
20500,11292,13244,2017,2,6,2,F,105660,420,387,0,0,872,807,640
20500,13487,11292,2017,2,6,2,F,105660,420,390,0,0,680,834,598
20500,13502,13930,2017,2,6,3,F,105660,420,349,0,0,1081,994,809
20500,13930,13502,2017,2,6,3,F,105660,420,332,0,0,1081,1074,902
20304,10397,11292,2017,2,6,3,F,112440,420,382,0,0,1199,1229,1019
20304,11042,11292,2017,2,6,3,F,91200,456,421,0,0,1201,1198,1029
20304,11109,12892,2017,2,6,2,F,91200,456,363,0,0,834,941,740
20304,11292,11057,2017,2,6,3,F,91200,456,412,0,0,1337,1214,1020
20304,11292,13264,2017,2,6,2,F,81000,300,272,0,0,964,1014,828
20304,11292,13964,2017,2,6,3,F,91200,456,190,0,0,1040,1103,939
20304,11423,11292,2017,2,6,2,F,112440,420,330,0,0,589,640,515
20304,11648,11292,2017,2,6,2,F,112440,420,329,0,0,752,751,603
20304,12278,11292,2017,2,6,1,F,91200,456,384,0,0,420,501,389
20304,13244,11292,2017,2,6,2,F,112440,420,392,0,0,872,891,716
20304,13433,11292,2017,2,6,2,F,112440,420,325,0,0,604,601,492
20304,13964,11292,2017,2,6,3,F,91200,456,222,0,0,1040,911,790
20304,14489,11292,2017,2,6,2,F,112440,420,300,0,0,898,756,642
20304,14689,11292,2017,2,6,2,F,77500,300,248,0,0,916,928,774
20304,15370,11292,2017,2,6,2,F,112440,420,382,0,0,541,602,482
20304,15376,11292,2017,2,6,2,F,112440,420,375,0,0,639,671,544
19977,10423,11292,2017,2,6,2,F,229852,1074,937,174,3035,775,747,618
19977,11292,11433,2017,2,6,3,F,279180,1074,850,86,7332,1123,959,829
19977,11292,11986,2017,2,6,3,F,218358,900,727,0,0,1015,862,719
19977,11292,12339,2017,2,6,2,F,244614,984,930,0,310,977,818,690
19977,11292,13198,2017,2,6,2,F,213159,900,795,0,6981,533,540,436
19977,11292,13342,2017,2,6,2,F,215633,900,780,2,0,896,813,647
19977,11292,13495,2017,2,6,3,F,204199,900,811,0,1316,1062,896,781
19977,11618,11292,2017,2,6,4,F,597376,2184,2053,65896,24545,1605,1430,1246
19977,12339,11292,2017,2,6,2,F,220146,984,954,0,2309,977,926,822
19977,12339,11292,2017,2,6,2,F,196685,768,755,34,7586,977,962,854
19977,13264,11292,2017,2,6,2,F,218579,900,755,0,0,964,824,713
19977,13342,11292,2017,2,6,2,F,208319,900,817,122,0,896,899,771
19977,14100,11292,2017,2,6,4,F,204040,900,761,121,7850,1558,1495,1270
19393,11292,11697,2017,2,6,4,F,207600,858,801,0,0,1703,1336,1240
19393,11292,12451,2017,2,6,3,F,303800,1225,1157,391,0,1447,1378,1242
19393,11292,13198,2017,2,6,2,F,260400,1050,989,8,0,533,533,424
19393,11292,13796,2017,2,6,2,F,193200,858,753,889,0,957,911,798
19393,11292,13851,2017,2,6,1,F,260400,1050,994,497,0,495,505,407
19393,12451,11292,2017,2,6,3,F,260400,1050,915,0,0,1447,1249,1138
19393,14771,11292,2017,2,6,2,F,260400,1050,885,1786,0,967,887,717
19393,14869,11292,2017,2,6,1,F,260400,1050,1002,1409,0,391,466,348
20452,10397,11292,2017,2,6,3,F,114552,420,398,0,0,1199,1112,981
20452,11292,10397,2017,2,6,3,F,95460,350,308,0,0,1199,872,738
20452,11292,11298,2017,2,6,2,F,114552,420,400,0,0,641,808,588
20452,11292,13871,2017,2,6,1,F,114552,420,387,0,0,472,514,373
20452,11292,14730,2017,2,6,3,F,114552,420,397,0,0,1024,916,771
20107,11109,11921,2017,2,6,1,G,377317,0,0,125368,0,207,290,215
20107,11292,13244,2017,2,6,2,G,743355,0,0,367675,0,872,812,659
20107,11292,13244,2017,2,6,2,G,820366,0,0,460413,0,872,855,652
20107,11921,11109,2017,2,6,1,G,375089,0,0,66319,0,207,317,227
20107,13244,11292,2017,2,6,2,G,820366,0,0,465747,0,872,875,716
20237,11292,11775,2017,2,6,1,F,66708,300,251,0,0,483,538,404
20368,11921,12889,2017,2,6,1,F,280000,1162,921,0,0,420,582,444
20368,12889,11921,2017,2,6,1,F,280000,1162,858,0,0,420,552,408
20500,11292,15412,2017,2,6,3,F,123270,490,453,0,0,1162,1128,960
20500,15412,11292,2017,2,6,3,F,123270,490,450,0,0,1162,1227,1116
20304,10423,11292,2017,2,6,2,F,131180,490,419,0,0,775,927,779
20304,10561,11292,2017,2,6,2,F,106400,532,448,0,0,845,1035,831
20304,11057,11292,2017,2,6,3,F,106400,532,503,0,0,1337,1612,1380
20304,11292,11921,2017,2,6,1,F,131180,490,430,0,0,212,383,257
20304,11292,14524,2017,2,6,3,F,106400,532,489,0,0,1482,1508,1283
20304,14524,11292,2017,2,6,3,F,106400,532,480,0,0,1482,1775,1601
19977,10620,11292,2017,2,6,1,F,289418,1162,843,123,0,455,564,427
19977,10713,11292,2017,2,6,2,F,235841,896,877,0,0,649,783,646
19977,10800,11292,2017,2,6,2,F,211673,896,630,94,0,850,915,776
19977,11292,10620,2017,2,6,1,F,283069,1162,904,314,5234,455,599,461
19977,11292,10713,2017,2,6,2,F,226041,896,862,495,0,649,733,620
19977,11292,10800,2017,2,6,2,F,252096,896,701,89,0,850,967,832
19977,11292,11423,2017,2,6,2,F,338785,1253,869,694,0,589,666,535
19977,11292,11603,2017,2,6,2,F,248921,1253,802,9,0,996,1063,950
19977,11292,11603,2017,2,6,2,F,217873,896,706,34,0,996,1062,929
19977,11292,13342,2017,2,6,2,F,325178,1253,1153,4,0,896,903,759
19977,11292,13851,2017,2,6,1,F,238540,896,772,57,0,495,623,495
19977,11292,14122,2017,2,6,3,F,247363,896,761,608,4252,1290,1197,1070
19977,11292,14869,2017,2,6,1,F,322848,1253,780,2692,9568,391,581,444
19977,11423,11292,2017,2,6,2,F,342206,1253,1034,193,0,589,682,568
19977,11603,11292,2017,2,6,2,F,324021,1253,938,0,0,996,971,836
19977,13198,11292,2017,2,6,2,F,245606,1050,895,0,3916,533,729,577
19977,13342,11292,2017,2,6,2,F,286418,1253,1158,10,0,896,1085,912
19977,14100,11292,2017,2,6,4,F,294120,1162,1054,327,9567,1558,1632,1460
19977,14122,11292,2017,2,6,3,F,247173,896,807,51,9150,1290,1340,1210
19977,15370,11292,2017,2,6,2,F,254324,1050,844,1,0,541,653,535
19393,10423,11292,2017,2,6,2,F,225400,995,953,688,0,775,896,769
19393,11042,11292,2017,2,6,3,F,303800,1225,1150,3842,0,1201,1276,1165
19393,11292,11618,2017,2,6,4,F,303800,1225,1144,1096,0,1605,1470,1315
19393,11292,14193,2017,2,6,3,F,242200,1001,944,0,0,1179,1123,1010
19393,11292,14492,2017,2,6,3,F,303800,1225,1152,3608,0,1436,1267,1159
19393,14193,11292,2017,2,6,3,F,242200,1001,959,0,0,1179,1213,1094
19393,15370,11292,2017,2,6,2,F,225400,1001,928,76,0,541,696,581
20237,11003,11292,2017,2,6,2,F,77826,350,290,0,0,692,944,759
20237,11292,12094,2017,2,6,1,F,77826,350,298,0,0,141,387,216
20237,11775,11292,2017,2,6,1,F,77826,350,294,0,0,483,633,491
19917,11292,14730,2017,2,6,3,G,910573,0,0,433940,3085,1024,1013,825
19917,14730,11292,2017,2,6,3,G,1190777,0,0,579794,3949,1024,1132,978
19805,11292,14107,2017,2,6,2,F,308200,1200,876,0,0,602,856,665
19805,14107,11292,2017,2,6,2,F,308200,1200,1007,0,870,602,826,665
20500,11292,11042,2017,2,6,3,F,140880,560,523,0,0,1201,1398,1167
20304,11193,11292,2017,2,6,3,F,149920,560,530,0,0,1069,1431,1243
20304,11292,15376,2017,2,6,2,F,131180,490,397,0,0,639,769,625
20304,13851,11292,2017,2,6,1,F,149920,560,464,0,0,495,757,579
19977,10423,11292,2017,2,6,2,F,263688,1024,972,393,1614,775,999,854
19977,11292,10423,2017,2,6,2,F,282418,1024,642,24,1027,775,957,822
19977,11292,10529,2017,2,6,4,F,284532,1200,1038,500,9731,1671,1777,1538
19977,11292,11433,2017,2,6,3,F,286022,1200,1017,1089,9567,1123,1366,1149
19977,11292,11697,2017,2,6,4,F,320716,1328,1240,47,0,1703,1881,1695
19977,11292,12953,2017,2,6,4,F,278722,1024,945,62,0,1620,1696,1542
