AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME
19977,11292,13485,2017,2,6,2,F,272353,1200,1016,24,0,826,922,791
19977,11292,13487,2017,2,6,2,F,374632,1420,1072,4189,4546,680,882,731
19977,11292,14747,2017,2,6,3,F,347727,1432,1323,55,4840,1024,1313,1118
19977,11292,15370,2017,2,6,2,F,286781,1200,922,8,0,541,740,593
19977,11603,11292,2017,2,6,2,F,287522,1024,812,0,0,996,1155,1000
19977,13495,11292,2017,2,6,3,F,284735,1200,1170,458,1102,1062,1283,1143
19977,14869,11292,2017,2,6,1,F,374573,1432,1232,305,7313,391,668,474
19393,11292,11884,2017,2,6,2,F,347200,1400,1209,1918,0,836,1097,955
19393,11292,12191,2017,2,6,2,F,257600,1138,1010,817,0,883,1123,968
19393,11292,12892,2017,2,6,2,F,257600,1144,1105,1092,0,862,1178,924
19393,11292,13851,2017,2,6,1,F,257600,1144,986,1610,0,495,703,559
19393,11292,14107,2017,2,6,2,F,257600,1144,1099,1273,0,602,899,704
19393,11292,14771,2017,2,6,2,F,257600,1144,1062,2813,0,967,1252,1063
19393,12889,11292,2017,2,6,2,F,257600,1144,1048,208,0,628,843,689
19393,13198,11292,2017,2,6,2,F,257600,1144,1056,284,0,533,849,670
19393,14492,11292,2017,2,6,3,F,347200,1400,1313,1163,0,1436,1721,1567
20452,10693,11292,2017,2,6,3,F,152736,560,525,0,0,1014,1361,1096
20436,11109,14771,2017,2,6,2,F,240000,1200,917,0,0,964,1351,1146
20436,14771,11109,2017,2,6,2,F,240000,1200,905,0,0,964,1137,933
20107,11292,13796,2017,2,6,2,G,1552063,0,0,147267,0,957,1240,1011
20237,11292,12012,2017,2,6,1,F,88944,400,371,0,0,152,508,315
20237,12012,11292,2017,2,6,1,F,88944,400,245,0,0,152,476,290
20237,12094,11292,2017,2,6,1,F,88944,400,344,0,0,141,456,248
20368,10466,11109,2017,2,6,2,F,909000,1404,1299,0,0,543,918,702
20368,11109,10466,2017,2,6,2,F,909000,1404,1257,0,0,543,924,696
20368,11109,12889,2017,2,6,2,F,360000,1494,1268,0,0,604,1038,786
20368,11921,12892,2017,2,6,2,F,909000,1404,1267,0,0,655,1092,852
20368,12889,11109,2017,2,6,2,F,360000,1494,1272,0,0,604,942,738
20368,12892,11921,2017,2,6,2,F,909000,1404,1184,0,0,655,1032,804
21477,10643,11292,2017,2,6,2,F,67500,450,308,0,0,665,1086,942
21477,11292,10643,2017,2,6,2,F,90000,450,344,0,0,665,930,768
20304,11292,11003,2017,2,6,2,F,118000,450,356,0,0,692,1073,842
20304,11292,11648,2017,2,6,2,F,136800,684,651,0,0,752,1213,981
20304,11292,13851,2017,2,6,1,F,121500,450,409,0,0,495,854,659
20304,11292,13851,2017,2,6,1,F,168660,630,549,0,0,495,833,624
20304,11648,11292,2017,2,6,2,F,136800,684,570,0,0,752,1155,944
20304,11921,11292,2017,2,6,1,F,168660,630,486,0,0,212,551,363
20304,13264,11292,2017,2,6,2,F,136800,684,630,0,0,964,1408,1178
19977,10821,11292,2017,2,6,3,F,310348,1350,1215,38,3161,1491,2143,1909
19977,11292,12339,2017,2,6,2,F,328654,1350,1254,404,2685,977,1247,1067
19977,11292,14057,2017,2,6,2,F,366721,1494,1266,81,9963,991,1327,1173
19977,11433,11292,2017,2,6,3,F,330697,1350,1185,679,11574,1123,1583,1339
19977,11603,11292,2017,2,6,2,F,325299,1350,1144,3,0,996,1227,1068
19977,12339,11292,2017,2,6,2,F,306134,1350,1259,395,10049,977,1371,1228
19977,13485,11292,2017,2,6,2,F,314071,1350,1183,224,0,826,1267,1076
19393,11292,10397,2017,2,6,3,F,289800,1287,1056,882,0,1199,1546,1340
19393,11292,10529,2017,2,6,4,F,390600,1575,1296,8211,0,1671,1846,1684
19393,12339,11292,2017,2,6,2,F,390600,1575,1501,2897,0,977,1363,1227
19393,13487,11292,2017,2,6,2,F,390600,1575,1369,3031,0,680,1036,876
19393,14683,11292,2017,2,6,2,F,289800,1287,1151,219,0,794,1224,1041
20436,11292,11278,2017,2,6,3,F,270000,1350,1275,0,0,1476,1846,1593
19917,14730,11292,2017,2,6,3,G,746460,0,0,297183,13732,1024,1422,1259
20304,11066,11292,2017,2,6,3,F,152000,760,724,0,0,1154,2014,1699
20304,11292,10800,2017,2,6,2,F,135000,500,444,0,0,850,1535,1252
20304,11292,11066,2017,2,6,3,F,152000,760,690,0,0,1154,1742,1482
20304,11292,15376,2017,2,6,2,F,152000,760,667,0,0,639,1249,991
20304,15016,11292,2017,2,6,2,F,135000,500,486,0,0,770,1404,1176
19977,10529,11292,2017,2,6,4,F,364649,1500,1341,178,5254,1671,2439,2224
19977,11292,10821,2017,2,6,3,F,363084,1500,1358,509,8159,1491,2046,1727
19977,11292,11423,2017,2,6,2,F,358429,1500,1248,1925,0,589,948,723
19977,11292,11775,2017,2,6,1,F,399617,1648,1089,56,0,483,892,688
19977,11292,14262,2017,2,6,2,F,316431,1280,1073,131,0,776,1243,1050
19977,11423,11292,2017,2,6,2,F,330439,1500,1261,110,0,589,1057,856
19977,12264,11292,2017,2,6,3,F,362195,1500,1472,501,5817,1452,2229,1971
19977,13495,11292,2017,2,6,3,F,433068,1790,1663,259,1960,1062,1608,1403
19977,13891,11292,2017,2,6,2,F,438317,1790,1618,255,0,819,1233,1031
19977,14262,11292,2017,2,6,2,F,349081,1280,916,0,0,776,1203,1008
19393,11292,11042,2017,2,6,3,F,346000,1430,1332,3391,0,1201,1576,1408
19393,11292,12889,2017,2,6,2,F,322000,1430,1178,321,0,628,1066,888
19393,11292,13487,2017,2,6,2,F,434000,1750,1691,1259,0,680,1049,885
19393,11292,14730,2017,2,6,3,F,380600,1573,1359,2736,0,1024,1534,1336
19393,13851,11292,2017,2,6,1,F,322000,1430,1336,1541,0,495,912,737
19393,14730,11292,2017,2,6,3,F,346000,1430,1329,2418,0,1024,1610,1450
19393,14771,11292,2017,2,6,2,F,322000,1430,1366,5484,0,967,1475,1225
20452,12266,11109,2017,2,6,2,F,190920,700,670,0,0,809,1452,1161
20436,11278,11292,2017,2,6,3,F,300000,1500,1287,0,0,1476,2283,1999
20436,11292,11423,2017,2,6,2,F,300000,1500,1366,0,0,589,999,769
20436,11423,11292,2017,2,6,2,F,300000,1500,1436,0,0,589,1057,835
20107,11292,13244,2017,2,6,2,G,1057707,0,0,247774,0,872,2182,1882
20107,13244,11292,2017,2,6,2,G,1253301,0,0,932323,0,872,1438,1179
20237,11292,15370,2017,2,6,2,F,111180,500,403,0,0,541,1003,758
20237,15370,11292,2017,2,6,2,F,111180,500,422,0,0,541,1056,852
20358,11292,15177,2017,2,6,1,F,4500,19,13,0,0,218,73,60
20358,15177,11292,2017,2,6,1,F,4500,19,11,0,0,218,66,52
21599,10950,14107,2017,2,6,1,F,16000,80,77,0,0,328,946,831
21599,14107,10950,2017,2,6,1,F,14400,72,64,0,0,328,820,718
19790,11292,12953,2017,2,6,4,F,378906,1452,1341,1607,0,1620,2481,2190
20304,13851,11292,2017,2,6,1,F,148500,550,477,0,0,495,1065,854
19977,10821,11292,2017,2,6,3,F,439369,1826,1750,78,3181,1491,2505,2261
19977,11292,11603,2017,2,6,2,F,400501,1650,1180,147,0,996,1764,1491
19977,11292,12264,2017,2,6,3,F,394420,1650,1532,384,1871,1452,2082,1848
19977,11292,13495,2017,2,6,3,F,399135,1660,1609,763,3248,1062,1497,1304
19977,11292,13871,2017,2,6,1,F,505928,1957,1689,0,6198,472,955,680
19977,11292,13891,2017,2,6,2,F,471648,1969,1761,351,0,819,1415,1186
19977,11292,14893,2017,2,6,2,F,457245,1814,1619,1621,11123,909,1605,1388
19977,11775,11292,2017,2,6,1,F,453758,1814,1216,318,0,483,1039,768
19393,11292,12264,2017,2,6,3,F,477400,1925,1806,2751,0,1452,2060,1860
19393,12892,11292,2017,2,6,2,F,354200,1573,1499,9031,0,862,1537,1274
19393,13198,11292,2017,2,6,2,F,477400,1925,1838,88,0,533,1096,892
19393,14107,11292,2017,2,6,2,F,354200,1573,1517,1139,0,602,1066,900
20436,11109,12892,2017,2,6,2,F,330000,1650,1388,0,0,834,1572,1308
20436,12892,11109,2017,2,6,2,F,330000,1650,1401,0,0,834,1429,1156
20237,11292,11986,2017,2,6,3,F,122298,550,503,0,0,1015,1742,1447
20409,11292,12478,2017,2,6,4,F,486200,1950,1704,0,0,1626,2982,2629
20409,12478,11292,2017,2,6,4,F,486200,1950,1770,0,0,1626,3498,3020
20500,11292,14683,2017,2,6,2,F,211320,840,776,0,0,794,1496,1229
20500,14683,11292,2017,2,6,2,F,211320,840,761,0,0,794,1709,1440
20304,11292,11603,2017,2,6,2,F,158500,600,528,0,0,996,2006,1761
19977,11292,13487,2017,2,6,2,F,470394,1950,1716,3504,4317,680,1429,1185
19977,11292,14492,2017,2,6,3,F,427827,1536,1426,186,6256,1436,2385,2072
19977,11292,14747,2017,2,6,3,F,487206,1980,1878,79,10278,1024,2000,1718
19977,11298,11292,2017,2,6,2,F,408503,1800,1731,616,8809,641,1420,1127
19977,13342,11292,2017,2,6,2,F,458261,1980,1873,90,0,896,1829,1542
19977,13487,11292,2017,2,6,2,F,470478,2112,1577,37,6299,680,1413,1120
19977,14893,11292,2017,2,6,2,F,432929,1800,1543,500,7881,909,1574,1327
19393,11292,10693,2017,2,6,3,F,386400,1716,1498,2576,0,1014,1789,1552
20107,11638,11921,2017,2,6,2,G,761644,0,0,147172,0,632,1101,933
20237,14783,11292,2017,2,6,2,F,133416,600,520,0,0,637,1451,1128
20368,11193,11292,2017,2,6,3,F,1313000,2028,1874,0,0,1069,2238,1986
20368,11292,11193,2017,2,6,3,F,1313000,2028,1776,0,0,1069,1992,1686
19790,12953,11292,2017,2,6,4,F,447798,1716,1492,4,0,1620,3306,2811
20304,11292,14869,2017,2,6,1,F,241380,909,762,0,0,391,1153,823
20304,13367,11292,2017,2,6,2,F,172000,650,501,0,0,752,1758,1468
19977,11292,10620,2017,2,6,1,F,441252,1950,1495,719,8615,455,1090,862
19977,11292,11423,2017,2,6,2,F,580110,2324,1903,4017,0,589,1386,1110
19977,11292,13342,2017,2,6,2,F,520827,2146,1926,187,0,896,1705,1415
19977,11292,13871,2017,2,6,1,F,534595,2158,1870,243,8853,472,1092,792
19977,11292,13891,2017,2,6,2,F,535027,2158,1836,357,0,819,1655,1405
19977,11292,15304,2017,2,6,4,F,460703,1950,1772,285,16658,1506,2637,2328
19977,13204,11292,2017,2,6,4,F,555504,2327,2217,5,3446,1546,2883,2598
19977,14492,11292,2017,2,6,3,F,453556,1664,1579,484,173,1436,2935,2655
19977,14679,11292,2017,2,6,2,F,458537,1950,1724,2,64,853,1741,1442
20436,10849,11292,2017,2,6,2,F,390000,1950,1648,0,0,524,1276,902
20436,11003,11292,2017,2,6,2,F,471600,2340,2259,0,0,692,1661,1337
20436,11292,10849,2017,2,6,2,F,390000,1950,1855,0,0,524,1256,1016
20436,11292,11003,2017,2,6,2,F,471600,2340,2180,0,0,692,1402,1102
20436,11292,11995,2017,2,6,3,F,390000,1950,1820,0,0,1370,2557,2231
20436,11292,14747,2017,2,6,3,F,390000,1950,1849,0,0,1024,2213,1919
20436,11995,11292,2017,2,6,3,F,390000,1950,1862,0,0,1370,2797,2502
20436,14747,11292,2017,2,6,3,F,390000,1950,1853,0,0,1024,2058,1642
20107,13796,11292,2017,2,6,2,G,821902,0,0,540673,0,957,1833,1503
20304,11003,11292,2017,2,6,2,F,185500,700,596,0,0,692,1726,1383
19977,10620,11292,2017,2,6,1,F,503832,2100,1486,405,0,455,1190,897
19977,11292,10423,2017,2,6,2,F,577161,2288,2007,56,1459,775,1698,1393
19977,11292,14679,2017,2,6,2,F,548961,2324,2082,111,1,853,1800,1578
19977,11423,11292,2017,2,6,2,F,569672,2324,1877,20,0,589,1563,1210
19977,12266,11292,2017,2,6,2,F,440142,1664,1586,2188,1588,862,1870,1499
19977,13871,11292,2017,2,6,1,F,576876,2312,2069,47,34416,472,1327,983
19977,13891,11292,2017,2,6,2,F,582620,2324,2031,81,0,819,1779,1505
19977,14831,11292,2017,2,6,2,F,589824,2324,1929,12,0,948,2003,1725
19393,11259,11292,2017,2,6,2,F,450800,2002,1910,8741,0,651,1585,1353
19393,11697,11292,2017,2,6,4,F,607600,2450,2359,4467,0,1703,3355,3044
20436,10693,11292,2017,2,6,3,F,644000,3220,2967,0,0,1014,2221,1912
20436,11292,10693,2017,2,6,3,F,644000,3220,2602,0,0,1014,2095,1764
20304,11109,14747,2017,2,6,3,F,228000,1140,1007,0,0,1068,2765,2376
20304,11603,11292,2017,2,6,2,F,199000,750,644,0,0,996,2378,1949
20304,14747,11109,2017,2,6,3,F,228000,1140,1053,0,0,1068,2578,2121
19977,10140,11292,2017,2,6,1,F,537403,2490,2081,217,0,349,1074,786
19977,11292,14122,2017,2,6,3,F,609778,2490,2231,70,8661,1290,2661,2340
19977,13871,11292,2017,2,6,1,F,668947,2673,2331,27,37245,472,1374,1074
19977,14122,11292,2017,2,6,3,F,578658,2490,2302,435,15902,1290,3004,2647
20452,11423,11292,2017,2,6,2,F,267288,980,932,0,0,589,1636,1239
20436,11292,13485,2017,2,6,2,F,543600,2700,2455,0,0,826,1838,1504
20436,13485,11292,2017,2,6,2,F,543600,2700,2373,0,0,826,2240,1769
20107,11292,13244,2017,2,6,2,G,2590926,0,0,1163906,0,872,2070,1605
20237,11292,12003,2017,2,6,2,F,166770,750,637,0,0,624,1635,1349
20237,11292,15919,2017,2,6,2,F,166770,750,565,0,0,616,1521,1187
20237,15919,11292,2017,2,6,2,F,166770,750,569,0,0,616,1679,1389
19687,11109,14747,2017,2,6,3,F,271500,1140,1004,0,0,1068,2946,2327
19687,14747,11109,2017,2,6,3,F,271500,1140,1024,0,0,1068,2358,1865
19790,11433,11292,2017,2,6,3,F,785440,2880,2613,690,365,1123,2875,2547
20304,11292,13367,2017,2,6,2,F,212500,800,605,0,0,752,2013,1594
19977,11292,10140,2017,2,6,1,F,641859,2656,2324,316,0,349,1167,831
19977,12889,11292,2017,2,6,2,F,545897,2400,2187,615,6609,628,1647,1320
19977,12953,11292,2017,2,6,4,F,491612,2048,1854,0,0,1620,4016,3537
19977,14747,11292,2017,2,6,3,F,606415,2656,2427,437,8373,1024,2417,2000
19977,14893,11292,2017,2,6,2,F,643870,2644,2296,182,13668,909,2122,1791
20452,13244,11292,2017,2,6,2,F,305472,1120,985,0,0,872,2420,2037
20436,10693,11292,2017,2,6,3,F,578400,2880,2812,0,0,1014,2693,2322
20436,11292,10693,2017,2,6,3,F,578400,2880,2728,0,0,1014,2405,2021
20436,11292,13486,2017,2,6,2,F,480000,2400,2234,0,0,679,1954,1564
20436,11292,15412,2017,2,6,3,F,480000,2400,2227,0,0,1162,2738,2222
20436,13486,11292,2017,2,6,2,F,480000,2400,1813,0,0,679,1900,1405
20436,15412,11292,2017,2,6,3,F,480000,2400,2302,0,0,1162,3071,2622
20107,11921,11638,2017,2,6,2,G,1013557,0,0,317135,0,632,1628,1405
20107,11921,13244,2017,2,6,3,G,1013764,0,0,321148,0,1061,2418,2100
20107,13244,11292,2017,2,6,2,G,1012365,0,0,482374,0,872,2221,1889
20107,13244,11292,2017,2,6,2,G,2753758,0,0,1382593,0,872,2295,1899
20107,13244,11921,2017,2,6,3,G,1013557,0,0,660324,0,1061,2583,2318
20237,12003,11292,2017,2,6,2,F,177888,800,707,0,0,624,1653,1397
20237,12992,11292,2017,2,6,2,F,177888,800,708,0,0,771,2198,1875
21599,10950,14107,2017,2,6,1,F,32000,128,117,0,0,328,1409,1220
21599,14107,10950,2017,2,6,1,F,32000,128,121,0,0,328,1345,1145
19790,11292,13487,2017,2,6,2,F,898280,3582,3355,285,0,680,2016,1643
19790,11433,11292,2017,2,6,3,F,848520,3383,3222,926,1925,1123,3209,2726
20500,15370,11292,2017,2,6,2,F,299370,1190,1059,0,0,541,1722,1361
20304,10140,11292,2017,2,6,1,F,258400,1292,807,0,0,349,1398,1001
20304,11292,13198,2017,2,6,2,F,318580,1190,1129,0,0,533,1833,1290
20304,11292,14262,2017,2,6,2,F,258400,1292,1048,0,0,776,2416,1928
20304,11540,11292,2017,2,6,2,F,318580,1190,1124,0,0,563,1728,1412
20304,14262,11292,2017,2,6,2,F,258400,1292,1098,0,0,776,2161,1782
19977,11066,11292,2017,2,6,3,F,557128,2176,1932,252,8621,1154,3079,2732
19977,11292,10140,2017,2,6,1,F,718383,3043,2665,466,0,349,1203,851
19977,11292,11042,2017,2,6,3,F,837542,3401,3223,503,8119,1201,3311,2842
19977,11292,12339,2017,2,6,2,F,800721,3043,2875,113,2806,977,2409,2019
19977,11292,12889,2017,2,6,2,F,619723,2550,2193,287,2039,628,1874,1496
19977,13264,11292,2017,2,6,2,F,590285,2176,1985,87,0,964,2315,2013
19977,13495,11292,2017,2,6,3,F,638180,2656,2494,791,5323,1062,2527,2212
19977,14122,11292,2017,2,6,3,F,723450,3031,2721,1632,15235,1290,3356,3023
19977,14831,11292,2017,2,6,2,F,772241,3019,2500,145,0,948,2472,2104
19393,11292,11259,2017,2,6,2,F,547400,2431,2123,3577,0,651,1975,1626
20436,11292,14057,2017,2,6,2,F,510000,2550,2319,0,0,991,2657,2337
20436,11292,14747,2017,2,6,3,F,612000,3060,2891,0,0,1024,3045,2580
20436,14057,11292,2017,2,6,2,F,510000,2550,2433,0,0,991,2556,2114
20436,14747,11292,2017,2,6,3,F,614400,3060,2934,0,0,1024,2668,2142
20237,11292,13367,2017,2,6,2,F,189006,850,679,0,0,752,1972,1649
20304,11292,11540,2017,2,6,2,F,337320,1260,918,0,0,563,1822,1442
20304,11292,11603,2017,2,6,2,F,273600,1368,1058,0,0,996,3120,2687
20304,11292,15919,2017,2,6,2,F,336080,1260,888,0,0,616,1985,1417
20304,11603,11292,2017,2,6,2,F,273600,1368,1184,0,0,996,2908,2250
20304,12278,11292,2017,2,6,1,F,334840,1260,873,0,0,420,1572,1199
19977,10140,11292,2017,2,6,1,F,773884,3222,2893,546,0,349,1334,994
19977,11292,10821,2017,2,6,3,F,738198,2988,2741,1405,18722,1491,3554,3171
19977,11292,11066,2017,2,6,3,F,632007,2304,2115,2694,3387,1154,2874,2509
19977,11292,12266,2017,2,6,2,F,614952,2304,2160,517,1185,862,2499,2059
19977,11292,14122,2017,2,6,3,F,769195,3222,3066,303,8184,1290,3226,2794
19977,11292,14831,2017,2,6,2,F,737711,2988,2620,361,0,948,2641,2312
19977,11292,14831,2017,2,6,2,F,644372,2304,2097,190,0,948,2688,2323
19977,11292,14869,2017,2,6,1,F,654372,2700,1747,2929,16797,391,1519,1133
19977,11292,15016,2017,2,6,2,F,646522,2700,2494,1156,1283,770,2003,1671
19977,14869,11292,2017,2,6,1,F,586479,2700,2222,342,14959,391,1395,1034
19977,15304,11292,2017,2,6,4,F,806903,3222,3047,983,23360,1506,4006,3573
19393,11292,12889,2017,2,6,2,F,781200,3150,2922,2500,0,628,1912,1561
20452,11292,15370,2017,2,6,2,F,324564,1190,1052,0,0,541,1701,1282
20237,11109,11292,2017,2,6,1,F,200124,900,801,0,0,73,845,381
20237,11292,11109,2017,2,6,1,F,200124,900,769,0,0,73,732,315
20237,11423,11292,2017,2,6,2,F,200124,900,677,0,0,589,1958,1656
19917,10620,11292,2017,2,6,1,G,1846385,0,0,567627,0,455,1556,1172
19917,11292,10620,2017,2,6,1,G,1849732,0,0,1175210,26302,455,1514,1151
19917,11292,13891,2017,2,6,2,G,1931611,0,0,856546,0,819,2387,1952
19917,13891,11292,2017,2,6,2,G,1926720,0,0,1399292,0,819,2152,1816
19917,14512,11292,2017,2,6,2,G,1932711,0,0,1331386,0,828,2207,2005
20304,11292,12278,2017,2,6,1,F,353580,1330,799,0,0,420,1474,1081
20304,11292,14730,2017,2,6,3,F,356060,1330,1235,0,0,1024,2895,2334
20304,14457,11292,2017,2,6,1,F,288800,1444,988,0,0,300,1387,990
19977,10529,11292,2017,2,6,4,F,629688,2432,2334,688,16317,1671,4774,4372
19977,10849,11292,2017,2,6,2,F,663289,2432,1451,0,0,524,1884,1335
19977,11292,10849,2017,2,6,2,F,664139,2432,2272,1529,0,524,1805,1460
19977,11292,13264,2017,2,6,2,F,600835,2432,2077,324,0,964,2954,2536
19977,11292,13495,2017,2,6,3,F,814602,3401,3116,575,3060,1062,2811,2437
19977,11292,14107,2017,2,6,2,F,799521,3130,2211,837,7032,602,1966,1580
19977,11292,14570,2017,2,6,2,F,673686,2432,2274,262,0,804,2578,2200
19977,11292,14683,2017,2,6,2,F,843265,3401,2356,684,24519,794,2286,1965
19977,11292,14771,2017,2,6,2,F,2143463,4788,4382,17245,2,967,2984,2357
19977,11775,11292,2017,2,6,1,F,622352,2432,1495,171,0,483,1701,1376
19977,11884,11292,2017,2,6,2,F,793158,3142,2518,413,0,836,2321,1955
19977,14570,11292,2017,2,6,2,F,646737,2432,1960,72,0,804,2375,1978
19977,14771,11292,2017,2,6,2,F,2244789,4788,4400,196833,858,967,2857,2117
19977,15304,11292,2017,2,6,4,F,689028,2850,2747,916,21458,1506,4254,3700
20452,10140,11292,2017,2,6,1,F,362748,1330,1220,0,0,349,1506,1073
20452,11292,10140,2017,2,6,1,F,362748,1330,1203,0,0,349,1451,996
20452,11292,11042,2017,2,6,3,F,362748,1330,1222,0,0,1201,3233,2748
20452,11292,14869,2017,2,6,1,F,362748,1330,1232,0,0,391,1693,1251
20452,13198,11292,2017,2,6,2,F,362748,1330,1144,0,0,533,2038,1604
20436,11109,13930,2017,2,6,2,F,570000,2850,2198,0,0,911,2766,2215
20107,10194,11292,2017,2,6,2,G,1193619,0,0,738980,0,626,2010,1614
20107,11292,10194,2017,2,6,2,G,1201649,0,0,620058,0,626,1954,1532
20107,13244,11292,2017,2,6,2,G,2010808,0,0,1402901,0,872,2805,2369
20500,10397,11292,2017,2,6,3,F,352200,1400,1231,0,0,1199,4005,3292
20500,11292,13367,2017,2,6,2,F,352200,1400,642,0,0,752,2315,1845
20500,11292,13495,2017,2,6,3,F,334590,1330,1219,0,0,1062,2870,2469
20304,10372,14869,2017,2,6,1,F,354800,1380,893,0,0,292,1421,1000
20304,11267,11292,2017,2,6,3,F,304000,1520,1309,0,0,1085,3681,3245
20304,11292,13198,2017,2,6,2,F,304000,1520,1343,0,0,533,2030,1487
20304,11292,15919,2017,2,6,2,F,266500,1000,727,0,0,616,2218,1691
20304,11298,11292,2017,2,6,2,F,372320,1400,1359,0,0,641,2552,1975
20304,11638,11292,2017,2,6,2,F,304000,1520,1266,0,0,844,2935,2249
20304,14107,11292,2017,2,6,2,F,304000,1520,1489,0,0,602,2190,1671
20304,14683,11292,2017,2,6,2,F,354820,1330,1264,0,0,794,2619,2186
19977,10423,11292,2017,2,6,2,F,670867,3000,2599,1573,12928,775,2523,2145
19977,11057,11292,2017,2,6,3,F,682346,3000,2835,851,0,1337,4026,3612
19977,11292,11057,2017,2,6,3,F,708842,3000,2533,822,0,1337,3650,3187
19977,11292,11775,2017,2,6,1,F,719949,3000,2539,164,0,483,1666,1280
19977,11292,11775,2017,2,6,1,F,703814,2560,1873,12,0,483,1706,1318
19977,11292,11884,2017,2,6,2,F,833604,3308,2451,370,0,836,2692,2322
19977,11292,13198,2017,2,6,2,F,700428,2560,2357,1076,5556,533,1870,1405
19977,11292,13851,2017,2,6,1,F,722077,3000,2185,64,0,495,1777,1365
19977,11292,14122,2017,2,6,3,F,713797,3000,2786,918,10407,1290,3481,3041
19977,11292,14679,2017,2,6,2,F,708101,3000,2694,311,1009,853,2699,2346
19977,11292,14683,2017,2,6,2,F,704610,3000,2630,1695,6890,794,2400,2015
19977,11775,11292,2017,2,6,1,F,686159,3000,2341,252,0,483,1933,1466
19393,11292,11042,2017,2,6,3,F,868000,3500,3315,14047,0,1201,3262,2849
20436,11292,11423,2017,2,6,2,F,721200,3600,3185,0,0,589,1851,1443
20436,11423,11292,2017,2,6,2,F,721200,3600,3192,0,0,589,2196,1749
20436,13930,11109,2017,2,6,2,F,600000,3000,2392,0,0,911,3268,2636
19790,13487,11292,2017,2,6,2,F,1030890,3779,3556,3649,1757,680,2472,2069
20500,11292,12278,2017,2,6,1,F,352200,1400,1220,0,0,420,1546,1138
20304,10713,11292,2017,2,6,2,F,283500,1050,852,0,0,649,2460,1834
20304,11292,10140,2017,2,6,1,F,319200,1596,1345,0,0,349,1596,1102
20304,11292,15016,2017,2,6,2,F,276500,1050,987,0,0,770,2662,2145
20304,14869,10372,2017,2,6,1,F,372540,1449,1004,0,0,292,1324,938
19977,10397,11292,2017,2,6,3,F,810902,3320,3030,348,37051,1199,3778,3266
19977,11292,11697,2017,2,6,4,F,760416,3150,2821,182,0,1703,4590,4250
19977,11292,13487,2017,2,6,2,F,869700,3474,3082,1835,7869,680,2322,1866
19977,11292,13891,2017,2,6,2,F,750536,2688,2389,211,0,819,2682,2331
19977,11292,14057,2017,2,6,2,F,761150,3150,2839,2737,27576,991,3179,2771
19977,11292,14747,2017,2,6,3,F,753016,2688,2401,559,12762,1024,3424,3000
19977,11292,14831,2017,2,6,2,F,839000,3735,3102,623,0,948,3198,2731
19977,11292,15304,2017,2,6,4,F,856207,3759,3465,235,25409,1506,4348,3860
19977,11986,11292,2017,2,6,3,F,706542,2560,2346,38,0,1015,3352,2877
19977,13198,11292,2017,2,6,2,F,737222,2688,2571,899,14408,533,2117,1720
19977,13891,11292,2017,2,6,2,F,722018,2688,2463,179,0,819,2645,2249
19977,14100,11292,2017,2,6,4,F,675319,2560,2399,2057,9608,1558,4983,4388
19977,14122,11292,2017,2,6,3,F,720003,3150,2854,85,17626,1290,4244,3817
19977,15016,11292,2017,2,6,2,F,714355,3150,2937,1033,12299,770,2884,2409
19977,15304,11292,2017,2,6,4,F,830193,3486,3323,371,2418,1506,4615,4185
19393,11292,10529,2017,2,6,4,F,726600,3003,2247,6073,0,1671,4452,4045
19393,11292,14570,2017,2,6,2,F,911400,3675,1683,6063,0,804,2693,2402
19393,11292,14730,2017,2,6,3,F,911400,3675,2102,3689,0,1024,2969,2629
19393,11292,14869,2017,2,6,1,F,911400,3675,3148,6210,0,391,1652,1286
20452,11292,13198,2017,2,6,2,F,400932,1469,1354,0,0,533,2035,1509
20263,10140,11413,2017,2,6,1,G,74800,0,0,35966,0,160,1532,1329
20263,11711,11413,2017,2,6,1,G,74800,0,0,21747,0,40,471,344
20500,11292,11193,2017,2,6,3,F,369810,1470,1332,0,0,1069,3331,2688
20500,12094,11292,2017,2,6,1,F,387420,1540,1184,0,0,141,1249,690
20500,14783,11292,2017,2,6,2,F,387420,1540,1171,0,0,637,2598,2123
20304,10372,14771,2017,2,6,2,F,409800,1540,696,0,0,848,3192,2635
20304,10423,11292,2017,2,6,2,F,334400,1672,1581,0,0,775,3308,2713
20304,11447,11292,2017,2,6,2,F,297000,1100,779,0,0,638,2589,2110
20304,12992,11292,2017,2,6,2,F,411040,1540,1379,0,0,771,2846,2376
20304,13029,11292,2017,2,6,1,F,334400,1672,1215,0,0,423,1882,1482
19977,11292,10529,2017,2,6,4,F,759201,2816,2543,118,22653,1671,4775,4283
19977,11292,13871,2017,2,6,1,F,793919,3300,3055,1536,11430,472,1738,1344
19977,11292,14524,2017,2,6,3,F,775888,2816,2489,262,0,1482,4319,3800
19977,11292,14689,2017,2,6,2,F,787877,2816,1559,70,0,916,3260,2774
19977,11292,14771,2017,2,6,2,F,2178105,7913,6174,17922,18900,967,3425,2775
19977,11697,11292,2017,2,6,4,F,772058,3300,3078,1186,0,1703,5580,4906
