"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","UNIQUE_CARRIER_ENTITY","REGION","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
5.00,5.00,76000.00,380.00,364.00,0.00,0.00,420.00,428.00,316.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12278,1227803,30928,"ICT","Wichita, KS","KS","20","Kansas",62,6,"673",1,2017,2,6,1,"F",
5.00,5.00,67500.00,250.00,228.00,0.00,0.00,533.00,539.00,407.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,6,"629",1,2017,2,6,2,"F",
5.00,5.00,93700.00,350.00,299.00,0.00,0.00,872.00,723.00,572.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,6,"631",1,2017,2,6,2,"F",
5.00,5.00,93700.00,350.00,192.00,0.00,0.00,604.00,502.00,403.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13433,1343302,33304,"MOT","Minot, ND","ND","38","North Dakota",66,6,"631",1,2017,2,6,2,"F",
5.00,4.00,47000.00,200.00,142.00,0.00,0.00,472.00,339.00,263.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13871,1387102,33316,"OMA","Omaha, NE","NE","31","Nebraska",65,6,"629",1,2017,2,6,1,"F",
5.00,5.00,67500.00,250.00,197.00,0.00,0.00,916.00,791.00,662.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,6,"629",1,2017,2,6,2,"F",
5.00,5.00,93700.00,350.00,230.00,0.00,0.00,250.00,350.00,235.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11413,1141304,30285,"DRO","Durango, CO","CO","08","Colorado",82,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,1,"F",
5.00,5.00,93700.00,350.00,335.00,0.00,0.00,533.00,513.00,404.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
5.00,5.00,76000.00,380.00,357.00,0.00,0.00,872.00,741.00,638.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,2,"F",
5.00,4.00,54000.00,200.00,124.00,0.00,0.00,776.00,534.00,426.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,14262,1426204,34262,"PSP","Palm Springs, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"629",1,2017,2,6,2,"F",
5.00,4.00,73960.00,279.00,201.00,0.00,0.00,391.00,348.00,235.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,14869,1486903,34614,"SLC","Salt Lake City, UT","UT","49","Utah",87,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,1,"F",
5.00,5.00,178092.00,750.00,738.00,471.00,0.00,649.00,540.00,437.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"694",1,2017,2,6,2,"F",
5.00,5.00,219754.00,895.00,852.00,99.00,0.00,1337.00,1037.00,907.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"634",1,2017,2,6,3,"F",
5.00,5.00,164357.00,640.00,581.00,62.00,2205.00,1491.00,980.00,856.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10821,1082104,30852,"BWI","Baltimore, MD","MD","24","Maryland",35,6,"698",1,2017,2,6,3,"F",
5.00,5.00,173288.00,750.00,461.00,4.00,0.00,692.00,564.00,441.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11003,1100303,31003,"CID","Cedar Rapids/Iowa City, IA","IA","19","Iowa",61,6,"694",1,2017,2,6,2,"F",
5.00,5.00,219154.00,895.00,813.00,24.00,0.00,1337.00,929.00,816.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,6,"634",1,2017,2,6,3,"F",
5.00,5.00,179325.00,640.00,500.00,90.00,0.00,1069.00,786.00,660.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,6,"698",1,2017,2,6,3,"F",
5.00,5.00,494650.00,1820.00,1483.00,31037.00,37.00,1605.00,1012.00,900.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11618,1161802,31703,"EWR","Newark, NJ","NJ","34","New Jersey",21,6,"627",1,2017,2,6,4,"F",
5.00,5.00,179937.00,640.00,528.00,136.00,0.00,836.00,665.00,587.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11884,1188402,31884,"GEG","Spokane, WA","WA","53","Washington",93,6,"698",1,2017,2,6,2,"F",
5.00,5.00,155745.00,750.00,632.00,42.00,0.00,964.00,785.00,681.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13264,1326403,33264,"MFR","Medford, OR","OR","41","Oregon",92,6,"694",1,2017,2,6,2,"F",
5.00,5.00,183219.00,750.00,602.00,8.00,0.00,819.00,626.00,542.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13891,1389101,32575,"ONT","Ontario, CA","CA","06","California",91,6,"694",1,2017,2,6,2,"F",
5.00,6.00,214834.00,900.00,694.00,155.00,0.00,948.00,887.00,758.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14831,1483104,32457,"SJC","San Jose, CA","CA","06","California",91,6,"694",1,2017,2,6,2,"F",
5.00,5.00,182492.00,750.00,592.00,0.00,7649.00,909.00,721.00,623.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14893,1489302,33192,"SMF","Sacramento, CA","CA","06","California",91,6,"694",1,2017,2,6,2,"F",
5.00,5.00,179711.00,640.00,490.00,128.00,0.00,639.00,552.00,456.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,6,"698",1,2017,2,6,2,"F",
5.00,5.00,199330.00,830.00,823.00,52.00,0.00,1703.00,1298.00,1117.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11697,1169704,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,4,"F",
5.00,5.00,173090.00,640.00,564.00,33.00,0.00,836.00,611.00,506.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11884,1188402,31884,"GEG","Spokane, WA","WA","53","Washington",93,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"698",1,2017,2,6,2,"F",
5.00,5.00,237436.00,895.00,697.00,109.00,4105.00,533.00,497.00,399.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"634",1,2017,2,6,2,"F",
5.00,5.00,243490.00,895.00,804.00,0.00,0.00,495.00,502.00,355.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,13851,1385103,33851,"OKC","Oklahoma City, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"634",1,2017,2,6,1,"F",
5.00,5.00,175729.00,750.00,656.00,54.00,0.00,819.00,626.00,528.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,13891,1389101,32575,"ONT","Ontario, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"694",1,2017,2,6,2,"F",
5.00,5.00,208982.00,830.00,699.00,460.00,0.00,991.00,707.00,618.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,14057,1405702,34057,"PDX","Portland, OR","OR","41","Oregon",92,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
5.00,5.00,165519.00,640.00,605.00,50.00,301.00,1024.00,755.00,634.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,14747,1474703,30559,"SEA","Seattle, WA","WA","53","Washington",93,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"698",1,2017,2,6,3,"F",
5.00,5.00,170187.00,640.00,613.00,0.00,0.00,948.00,717.00,621.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,14831,1483104,32457,"SJC","San Jose, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"698",1,2017,2,6,2,"F",
5.00,5.00,170921.00,640.00,619.00,27.00,0.00,639.00,551.00,476.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"698",1,2017,2,6,2,"F",
5.00,5.00,161000.00,715.00,619.00,1612.00,0.00,1014.00,830.00,736.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"619",1,2017,2,6,3,"F",
5.00,5.00,173000.00,715.00,633.00,0.00,0.00,854.00,689.00,598.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12954,1295403,32575,"LGB","Long Beach, CA","CA","06","California",91,6,"612",1,2017,2,6,2,"F",
5.00,5.00,161000.00,715.00,665.00,1845.00,0.00,680.00,530.00,448.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,6,"619",1,2017,2,6,2,"F",
5.00,5.00,161000.00,715.00,697.00,1226.00,0.00,770.00,578.00,498.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,15016,1501603,31123,"STL","St. Louis, MO","MO","29","Missouri",64,6,"619",1,2017,2,6,2,"F",
5.00,5.00,161000.00,715.00,686.00,1674.00,0.00,883.00,700.00,622.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,12191,1219102,31453,"HOU","Houston, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"619",1,2017,2,6,2,"F",
5.00,5.00,173000.00,715.00,673.00,0.00,0.00,854.00,643.00,564.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,12954,1295403,32575,"LGB","Long Beach, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"612",1,2017,2,6,2,"F",
5.00,5.00,217000.00,875.00,715.00,139.00,0.00,495.00,422.00,350.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,13851,1385103,33851,"OKC","Oklahoma City, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,1,"F",
5.00,5.00,217000.00,875.00,821.00,0.00,0.00,1290.00,987.00,899.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,14122,1412202,30198,"PIT","Pittsburgh, PA","PA","42","Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,3,"F",
5.00,5.00,161000.00,715.00,700.00,832.00,0.00,770.00,683.00,592.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,15016,1501603,31123,"STL","St. Louis, MO","MO","29","Missouri",64,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"619",1,2017,2,6,2,"F",
5.00,5.00,95460.00,350.00,331.00,0.00,0.00,770.00,655.00,545.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,15016,1501603,31123,"STL","St. Louis, MO","MO","29","Missouri",64,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"677",1,2017,2,6,2,"F",
5.00,5.00,230000.00,1150.00,877.00,0.00,0.00,602.00,606.00,442.00,"F9",20436,"Frontier Airlines Inc.","06460","D","F9","Frontier Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,6,"699",1,2017,2,6,2,"F",
5.00,5.00,230000.00,1150.00,1091.00,0.00,0.00,602.00,533.00,396.00,"F9",20436,"Frontier Airlines Inc.","06460","D","F9","Frontier Airlines Inc.",3,3,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"699",1,2017,2,6,2,"F",
5.00,5.00,213845.00,810.00,653.00,0.00,1785.00,680.00,581.00,474.00,"SY",20422,"Sun Country Airlines d/b/a MN Airlines","06795","D","SY","Sun Country Airlines d/b/a MN Airlines",2,2,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
5.00,5.00,55590.00,250.00,209.00,0.00,0.00,692.00,545.00,449.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11003,1100303,31003,"CID","Cedar Rapids/Iowa City, IA","IA","19","Iowa",61,6,"675",1,2017,2,6,2,"F",
5.00,5.00,22500.00,95.00,14.00,0.00,0.00,90.00,199.00,133.00,"ZK",20358,"Great Lakes Airlines","06932","D","ZK","Great Lakes Airlines",1,6,11233,1123302,31233,"CYS","Cheyenne, WY","WY","56","Wyoming",88,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,4,"405",1,2017,2,6,1,"F",
5.00,5.00,22500.00,95.00,13.00,0.00,0.00,90.00,202.00,135.00,"ZK",20358,"Great Lakes Airlines","06932","D","ZK","Great Lakes Airlines",1,6,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11233,1123302,31233,"CYS","Cheyenne, WY","WY","56","Wyoming",88,4,"405",1,2017,2,6,1,"F",
6.00,6.00,105660.00,420.00,387.00,0.00,0.00,872.00,807.00,640.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,6,"631",1,2017,2,6,2,"F",
6.00,6.00,105660.00,420.00,390.00,0.00,0.00,680.00,834.00,598.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,105660.00,420.00,349.00,0.00,0.00,1081.00,994.00,809.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,13930,1393004,30977,"ORD","Chicago, IL","IL","17","Illinois",41,6,"631",1,2017,2,6,3,"F",
6.00,6.00,105660.00,420.00,332.00,0.00,0.00,1081.00,1074.00,902.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,13930,1393004,30977,"ORD","Chicago, IL","IL","17","Illinois",41,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,3,"F",
6.00,6.00,112440.00,420.00,382.00,0.00,0.00,1199.00,1229.00,1019.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,3,"F",
6.00,6.00,91200.00,456.00,421.00,0.00,0.00,1201.00,1198.00,1029.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11042,1104203,30647,"CLE","Cleveland, OH","OH","39","Ohio",44,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,3,"F",
6.00,6.00,91200.00,456.00,363.00,0.00,0.00,834.00,941.00,740.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11109,1110902,30189,"COS","Colorado Springs, CO","CO","08","Colorado",82,12892,1289205,32575,"LAX","Los Angeles, CA","CA","06","California",91,6,"673",1,2017,2,6,2,"F",
6.00,6.00,91200.00,456.00,412.00,0.00,0.00,1337.00,1214.00,1020.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,6,"673",1,2017,2,6,3,"F",
6.00,6.00,81000.00,300.00,272.00,0.00,0.00,964.00,1014.00,828.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13264,1326403,33264,"MFR","Medford, OR","OR","41","Oregon",92,6,"629",1,2017,2,6,2,"F",
6.00,6.00,91200.00,456.00,190.00,0.00,0.00,1040.00,1103.00,939.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13964,1396403,33964,"OTH","North Bend/Coos Bay, OR","OR","41","Oregon",92,6,"673",1,2017,2,6,3,"F",
6.00,6.00,112440.00,420.00,330.00,0.00,0.00,589.00,640.00,515.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11423,1142304,31423,"DSM","Des Moines, IA","IA","19","Iowa",61,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,112440.00,420.00,329.00,0.00,0.00,752.00,751.00,603.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11648,1164802,31648,"FCA","Kalispell, MT","MT","30","Montana",84,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,91200.00,456.00,384.00,0.00,0.00,420.00,501.00,389.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,12278,1227803,30928,"ICT","Wichita, KS","KS","20","Kansas",62,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,1,"F",
6.00,6.00,112440.00,420.00,392.00,0.00,0.00,872.00,891.00,716.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,112440.00,420.00,325.00,0.00,0.00,604.00,601.00,492.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13433,1343302,33304,"MOT","Minot, ND","ND","38","North Dakota",66,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,91200.00,456.00,222.00,0.00,0.00,1040.00,911.00,790.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13964,1396403,33964,"OTH","North Bend/Coos Bay, OR","OR","41","Oregon",92,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,3,"F",
6.00,6.00,112440.00,420.00,300.00,0.00,0.00,898.00,756.00,642.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,14489,1448902,34489,"RDM","Bend/Redmond, OR","OR","41","Oregon",92,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,77500.00,300.00,248.00,0.00,0.00,916.00,928.00,774.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,14689,1468902,34689,"SBA","Santa Barbara, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"629",1,2017,2,6,2,"F",
6.00,6.00,112440.00,420.00,382.00,0.00,0.00,541.00,602.00,482.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,15370,1537002,34653,"TUL","Tulsa, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,112440.00,420.00,375.00,0.00,0.00,639.00,671.00,544.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
6.00,6.00,229852.00,1074.00,937.00,174.00,3035.00,775.00,747.00,618.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"634",1,2017,2,6,2,"F",
6.00,6.00,279180.00,1074.00,850.00,86.00,7332.00,1123.00,959.00,829.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,6,"634",1,2017,2,6,3,"F",
6.00,6.00,218358.00,900.00,727.00,0.00,0.00,1015.00,862.00,719.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11986,1198603,31986,"GRR","Grand Rapids, MI","MI","26","Michigan",43,6,"694",1,2017,2,6,3,"F",
6.00,6.00,244614.00,984.00,930.00,0.00,310.00,977.00,818.00,690.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12339,1233904,32337,"IND","Indianapolis, IN","IN","18","Indiana",42,6,"614",1,2017,2,6,2,"F",
6.00,6.00,213159.00,900.00,795.00,0.00,6981.00,533.00,540.00,436.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,6,"694",1,2017,2,6,2,"F",
6.00,6.00,215633.00,900.00,780.00,2.00,0.00,896.00,813.00,647.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13342,1334205,33342,"MKE","Milwaukee, WI","WI","55","Wisconsin",45,6,"694",1,2017,2,6,2,"F",
