"DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","PAYLOAD","SEATS","PASSENGERS","FREIGHT","MAIL","DISTANCE","RAMP_TO_RAMP","AIR_TIME","UNIQUE_CARRIER","AIRLINE_ID","UNIQUE_CARRIER_NAME","UNIQUE_CARRIER_ENTITY","REGION","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","AIRCRAFT_GROUP","AIRCRAFT_TYPE","AIRCRAFT_CONFIG","YEAR","QUARTER","MONTH","DISTANCE_GROUP","CLASS",
22.00,22.00,954800.00,3850.00,3766.00,1479.00,0.00,1620.00,4790.00,4291.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12953,1295302,31703,"LGA","New York, NY","NY","36","New York",22,6,"614",1,2017,2,6,4,"F",
22.00,22.00,420024.00,1540.00,1430.00,0.00,0.00,1154.00,3749.00,3117.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11066,1106603,31066,"CMH","Columbus, OH","OH","39","Ohio",44,6,"677",1,2017,2,6,3,"F",
22.00,22.00,798000.00,3960.00,3289.00,0.00,0.00,516.00,2178.00,1641.00,"F9",20436,"Frontier Airlines Inc.","06460","D","F9","Frontier Airlines Inc.",3,3,10627,1062702,30627,"BIS","Bismarck/Mandan, ND","ND","38","North Dakota",66,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"694",1,2017,2,6,2,"F",
22.00,22.00,798000.00,3960.00,3366.00,0.00,0.00,516.00,2039.00,1551.00,"F9",20436,"Frontier Airlines Inc.","06460","D","F9","Frontier Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10627,1062702,30627,"BIS","Bismarck/Mandan, ND","ND","38","North Dakota",66,6,"694",1,2017,2,6,2,"F",
22.00,22.00,77000.00,0.00,0.00,35960.00,0.00,160.00,1532.00,1329.00,"FX",20107,"Federal Express Corporation","06200","D","FX","Federal Express Corporation",3,3,10140,1014003,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,11413,1141304,30285,"DRO","Durango, CO","CO","08","Colorado",82,4,"416",2,2017,2,6,1,"G",
22.00,22.00,1385637.00,0.00,0.00,576847.00,0.00,854.00,2790.00,2357.00,"FX",20107,"Federal Express Corporation","06200","D","FX","Federal Express Corporation",3,3,11109,1110902,30189,"COS","Colorado Springs, CO","CO","08","Colorado",82,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,6,"622",2,2017,2,6,2,"G",
22.00,22.00,77000.00,0.00,0.00,21715.00,0.00,40.00,471.00,345.00,"FX",20107,"Federal Express Corporation","06200","D","FX","Federal Express Corporation",3,3,11711,1171102,31711,"FMN","Farmington, NM","NM","35","New Mexico",86,11413,1141304,30285,"DRO","Durango, CO","CO","08","Colorado",82,4,"416",2,2017,2,6,1,"G",
22.00,22.00,77000.00,0.00,0.00,11749.00,0.00,172.00,1516.00,1388.00,"FX",20107,"Federal Express Corporation","06200","D","FX","Federal Express Corporation",3,3,12094,1209402,34699,"HDN","Hayden, CO","CO","08","Colorado",82,11122,1112203,31122,"CPR","Casper, WY","WY","56","Wyoming",88,4,"416",2,2017,2,6,1,"G",
22.00,22.00,1387471.00,0.00,0.00,824702.00,0.00,854.00,2906.00,2451.00,"FX",20107,"Federal Express Corporation","06200","D","FX","Federal Express Corporation",3,3,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,11109,1110902,30189,"COS","Colorado Springs, CO","CO","08","Colorado",82,6,"622",2,2017,2,6,2,"G",
22.00,22.00,2360599.00,0.00,0.00,552896.00,0.00,804.00,2939.00,2474.00,"5X",19917,"United Parcel Service","06910","D","5X","United Parcel Service",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14570,1457002,34570,"RNO","Reno, NV","NV","32","Nevada",85,6,"691",2,2017,2,6,2,"G",
23.00,23.00,405030.00,1610.00,1245.00,0.00,0.00,141.00,1194.00,634.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12094,1209402,34699,"HDN","Hayden, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,1,"F",
23.00,25.00,440250.00,1750.00,1602.00,0.00,0.00,472.00,2159.00,1583.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13871,1387102,33316,"OMA","Omaha, NE","NE","31","Nebraska",65,6,"631",1,2017,2,6,1,"F",
23.00,23.00,405030.00,1610.00,1484.00,0.00,0.00,300.00,1601.00,1065.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14457,1445702,34457,"RAP","Rapid City, SD","SD","46","South Dakota",67,6,"631",1,2017,2,6,1,"F",
23.00,23.00,307000.00,1150.00,1064.00,0.00,0.00,349.00,2084.00,1348.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,10140,1014003,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"629",1,2017,2,6,1,"F",
23.00,23.00,349600.00,1748.00,1645.00,0.00,0.00,1199.00,4532.00,3933.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,10397,1039705,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,3,"F",
23.00,23.00,349600.00,1748.00,1532.00,0.00,0.00,850.00,3294.00,2614.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,10800,1080003,32575,"BUR","Burbank, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,2,"F",
23.00,23.00,349600.00,1748.00,1650.00,0.00,0.00,1069.00,4319.00,3722.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,3,"F",
23.00,23.00,307000.00,1150.00,1087.00,0.00,0.00,349.00,1801.00,1269.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10140,1014003,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,6,"629",1,2017,2,6,1,"F",
23.00,23.00,349600.00,1748.00,1653.00,0.00,0.00,641.00,2726.00,2115.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,6,"673",1,2017,2,6,2,"F",
23.00,23.00,349600.00,1748.00,1379.00,0.00,0.00,844.00,3533.00,2888.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11638,1163805,31638,"FAT","Fresno, CA","CA","06","California",91,6,"673",1,2017,2,6,2,"F",
23.00,23.00,349600.00,1748.00,1578.00,0.00,0.00,602.00,2748.00,2110.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,6,"673",1,2017,2,6,2,"F",
23.00,23.00,349600.00,1748.00,1367.00,0.00,0.00,483.00,2242.00,1746.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11775,1177502,31775,"FSD","Sioux Falls, SD","SD","46","South Dakota",67,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,1,"F",
23.00,23.00,349600.00,1748.00,1652.00,0.00,0.00,533.00,2622.00,2011.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13198,1319801,33198,"MCI","Kansas City, MO","MO","29","Missouri",64,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"673",1,2017,2,6,2,"F",
23.00,23.00,310500.00,1150.00,1023.00,0.00,0.00,964.00,3596.00,2881.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,13264,1326403,33264,"MFR","Medford, OR","OR","41","Oregon",92,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"629",1,2017,2,6,2,"F",
23.00,23.00,303500.00,1150.00,996.00,0.00,0.00,931.00,3623.00,2957.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,14698,1469802,34236,"SBP","San Luis Obispo, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"629",1,2017,2,6,2,"F",
23.00,23.00,428540.00,1610.00,1102.00,0.00,0.00,848.00,3002.00,2410.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,14771,1477102,32457,"SFO","San Francisco, CA","CA","06","California",91,10372,1037203,30372,"ASE","Aspen, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
23.00,23.00,1053224.00,4117.00,3699.00,660.00,0.00,649.00,2362.00,1927.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"634",1,2017,2,6,2,"F",
23.00,23.00,969154.00,4117.00,3729.00,3280.00,0.00,649.00,2586.00,2099.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,6,"634",1,2017,2,6,2,"F",
23.00,23.00,807479.00,2944.00,2485.00,507.00,0.00,406.00,1900.00,1474.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12441,1244102,32441,"JAC","Jackson, WY","WY","56","Wyoming",88,6,"698",1,2017,2,6,1,"F",
23.00,23.00,748476.00,3450.00,2105.00,488.00,0.00,495.00,2106.00,1667.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,13851,1385103,33851,"OKC","Oklahoma City, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"694",1,2017,2,6,1,"F",
23.00,23.00,757346.00,2944.00,2706.00,703.00,0.00,495.00,2267.00,1768.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,13851,1385103,33851,"OKC","Oklahoma City, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"698",1,2017,2,6,1,"F",
23.00,23.00,999993.00,4117.00,3887.00,797.00,41239.00,1558.00,5553.00,4854.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,14100,1410002,34100,"PHL","Philadelphia, PA","PA","42","Pennsylvania",23,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"634",1,2017,2,6,4,"F",
23.00,23.00,943700.00,3794.00,3365.00,574.00,21015.00,602.00,2297.00,1855.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,14107,1410702,30466,"PHX","Phoenix, AZ","AZ","04","Arizona",81,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
23.00,23.00,2290381.00,8277.00,6738.00,129167.00,24.00,967.00,3378.00,2606.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,14771,1477102,32457,"SFO","San Francisco, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"627",1,2017,2,6,2,"F",
23.00,23.00,795800.00,3289.00,2635.00,279.00,0.00,1449.00,5079.00,4581.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,10994,1099402,30994,"CHS","Charleston, SC","SC","45","South Carolina",37,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"612",1,2017,2,6,3,"F",
23.00,23.00,998200.00,4025.00,3760.00,3097.00,0.00,649.00,2477.00,2102.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,6,"614",1,2017,2,6,2,"F",
23.00,22.00,761200.00,3146.00,2970.00,745.00,0.00,1449.00,4135.00,3727.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10994,1099402,30994,"CHS","Charleston, SC","SC","45","South Carolina",37,6,"612",1,2017,2,6,3,"F",
23.00,23.00,998200.00,4025.00,3708.00,3409.00,0.00,1123.00,4071.00,3622.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11433,1143302,31295,"DTW","Detroit, MI","MI","26","Michigan",43,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,3,"F",
23.00,23.00,998200.00,4025.00,2760.00,10538.00,0.00,1024.00,3697.00,3315.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,14730,1473003,33044,"SDF","Louisville, KY","KY","21","Kentucky",52,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,3,"F",
23.00,23.00,998200.00,4025.00,3476.00,4522.00,0.00,639.00,2294.00,1953.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,15376,1537602,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
23.00,23.00,439116.00,1609.00,1450.00,0.00,0.00,1154.00,4331.00,3727.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,11066,1106603,31066,"CMH","Columbus, OH","OH","39","Ohio",44,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"677",1,2017,2,6,3,"F",
23.00,23.00,439116.00,1609.00,1269.00,0.00,0.00,563.00,2505.00,1967.00,"YX",20452,"Republic Airlines","06003","D","YX","Republic Airlines",2,2,13158,1315803,33158,"MAF","Midland/Odessa, TX","TX","48","Texas",74,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"677",1,2017,2,6,2,"F",
23.00,23.00,255714.00,1150.00,1046.00,0.00,0.00,1162.00,3820.00,3296.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,15412,1541203,35412,"TYS","Knoxville, TN","TN","47","Tennessee",54,6,"675",1,2017,2,6,3,"F",
23.00,22.00,244596.00,1100.00,1009.00,0.00,0.00,1162.00,4108.00,3721.00,"AX",20237,"Trans States Airlines","06904","D","AX","Trans States Airlines",1,5,15412,1541203,35412,"TYS","Knoxville, TN","TN","47","Tennessee",54,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"675",1,2017,2,6,3,"F",
23.00,23.00,230000.00,1150.00,1096.00,0.00,0.00,927.00,3682.00,3167.00,"EV",20366,"ExpressJet Airlines Inc.","06085","D","EV","ExpressJet Airlines Inc.",3,3,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,6,"675",1,2017,2,6,2,"F",
23.00,23.00,230000.00,1150.00,916.00,0.00,0.00,927.00,3358.00,2861.00,"EV",20366,"ExpressJet Airlines Inc.","06085","D","EV","ExpressJet Airlines Inc.",3,3,13502,1350202,33502,"MTJ","Montrose/Delta, CO","CO","08","Colorado",82,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,6,"675",1,2017,2,6,2,"F",
24.00,24.00,717600.00,2640.00,2486.00,1529.00,1008.00,1069.00,3959.00,3556.00,"DL",19790,"Delta Air Lines Inc.","01260","D","DL","Delta Air Lines Inc.",3,3,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"608",1,2017,2,6,3,"F",
24.00,24.00,717600.00,2640.00,2380.00,1.00,1293.00,1069.00,3665.00,3161.00,"DL",19790,"Delta Air Lines Inc.","01260","D","DL","Delta Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,6,"608",1,2017,2,6,3,"F",
24.00,25.00,440250.00,1750.00,1462.00,0.00,0.00,637.00,2605.00,1988.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14783,1478302,34783,"SGF","Springfield, MO","MO","29","Missouri",64,6,"631",1,2017,2,6,2,"F",
24.00,23.00,405030.00,1610.00,1157.00,0.00,0.00,420.00,1896.00,1491.00,"G7",20500,"GoJet Airlines LLC d/b/a United Express","07041","D","G7","GoJet Airlines LLC d/b/a United Express",2,2,12278,1227803,30928,"ICT","Wichita, KS","KS","20","Kansas",62,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,1,"F",
24.00,24.00,324000.00,1200.00,1059.00,0.00,0.00,850.00,3528.00,2812.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,10800,1080003,32575,"BUR","Burbank, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"629",1,2017,2,6,2,"F",
24.00,24.00,324000.00,1200.00,925.00,0.00,0.00,931.00,3945.00,3314.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,14698,1469802,34236,"SBP","San Luis Obispo, CA","CA","06","California",91,6,"629",1,2017,2,6,2,"F",
24.00,24.00,447280.00,1680.00,1489.00,0.00,0.00,913.00,3793.00,3158.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,10372,1037203,30372,"ASE","Aspen, CO","CO","08","Colorado",82,6,"631",1,2017,2,6,2,"F",
24.00,24.00,320500.00,1200.00,1061.00,0.00,0.00,541.00,2797.00,2170.00,"OO",20304,"SkyWest Airlines Inc.","06700","D","OO","SkyWest Airlines Inc.",3,3,15370,1537002,34653,"TUL","Tulsa, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"629",1,2017,2,6,2,"F",
24.00,24.00,971593.00,3972.00,3522.00,201.00,0.00,649.00,2464.00,1993.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
24.00,25.00,1200038.00,4463.00,3576.00,27.00,7209.00,775.00,3137.00,2540.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,6,"634",1,2017,2,6,2,"F",
24.00,24.00,859025.00,3600.00,3070.00,610.00,7504.00,775.00,2883.00,2440.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,6,"694",1,2017,2,6,2,"F",
24.00,24.00,1009889.00,3936.00,3383.00,4871.00,14152.00,641.00,2556.00,2054.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11298,1129804,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,6,"614",1,2017,2,6,2,"F",
24.00,23.00,938261.00,4117.00,3898.00,493.00,0.00,1703.00,5314.00,4840.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,11697,1169704,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,6,"634",1,2017,2,6,4,"F",
24.00,24.00,846278.00,3600.00,2282.00,388.00,0.00,420.00,1835.00,1351.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12278,1227803,30928,"ICT","Wichita, KS","KS","20","Kansas",62,6,"694",1,2017,2,6,1,"F",
24.00,24.00,999794.00,4056.00,3552.00,1252.00,0.00,3329.00,10354.00,9830.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12758,1275803,32758,"KOA","Kona, HI","HI","15","Hawaii",2,6,"622",1,2017,2,6,7,"F",
24.00,24.00,996961.00,4056.00,3711.00,5028.00,0.00,3302.00,10426.00,9826.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,13830,1383002,33830,"OGG","Kahului, HI","HI","15","Hawaii",2,6,"622",1,2017,2,6,7,"F",
24.00,24.00,948399.00,3972.00,3779.00,5719.00,27470.00,1506.00,4942.00,4384.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,15304,1530402,33195,"TPA","Tampa, FL","FL","12","Florida",33,6,"614",1,2017,2,6,4,"F",
24.00,24.00,1014240.00,4296.00,4189.00,491.00,0.00,1703.00,6149.00,5423.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,11697,1169704,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"634",1,2017,2,6,4,"F",
24.00,24.00,768301.00,3600.00,2917.00,229.00,0.00,420.00,1979.00,1536.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,12278,1227803,30928,"ICT","Wichita, KS","KS","20","Kansas",62,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"694",1,2017,2,6,1,"F",
24.00,24.00,654428.00,3072.00,2327.00,219.00,0.00,406.00,2021.00,1444.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,12441,1244102,32441,"JAC","Jackson, WY","WY","56","Wyoming",88,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"698",1,2017,2,6,1,"F",
24.00,24.00,1158310.00,4056.00,3052.00,5865.00,0.00,3329.00,9492.00,9038.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,12758,1275803,32758,"KOA","Kona, HI","HI","15","Hawaii",2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"622",1,2017,2,6,7,"F",
24.00,24.00,1156427.00,4056.00,3450.00,1858.00,0.00,3302.00,9395.00,8906.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,13830,1383002,33830,"OGG","Kahului, HI","HI","15","Hawaii",2,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"622",1,2017,2,6,7,"F",
24.00,24.00,779974.00,3072.00,2594.00,377.00,0.00,541.00,2309.00,1896.00,"UA",19977,"United Air Lines Inc.","0A875","D","UA","United Air Lines Inc.",3,3,15370,1537002,34653,"TUL","Tulsa, OK","OK","40","Oklahoma",73,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"698",1,2017,2,6,2,"F",
24.00,24.00,1041600.00,4200.00,3865.00,2184.00,0.00,649.00,2416.00,2030.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
24.00,24.00,830400.00,3432.00,3238.00,3203.00,0.00,1447.00,4580.00,4142.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,12451,1245102,31136,"JAX","Jacksonville, FL","FL","12","Florida",33,6,"612",1,2017,2,6,3,"F",
24.00,24.00,830400.00,3432.00,3283.00,996.00,0.00,1447.00,5175.00,4728.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,12451,1245102,31136,"JAX","Jacksonville, FL","FL","12","Florida",33,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"612",1,2017,2,6,3,"F",
24.00,24.00,1041600.00,4200.00,4050.00,2376.00,0.00,819.00,2947.00,2521.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,13891,1389101,32575,"ONT","Ontario, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
24.00,24.00,1041600.00,4200.00,3856.00,1103.00,0.00,948.00,3388.00,2931.00,"WN",19393,"Southwest Airlines Co.","06725","D","WN","Southwest Airlines Co.",3,3,14831,1483104,32457,"SJC","San Jose, CA","CA","06","California",91,11292,1129202,30325,"DEN","Denver, CO","CO","08","Colorado",82,6,"614",1,2017,2,6,2,"F",
